ligand_id	smiles	cluster
BX1	COc1cc(cc(c1OC)OC)c2cnc(c(n2)N3CCC(CC3)C(=O)O)N	219
BX2	CCc1cc(cc(n1)CC)[C@]2(C(=O)N(C(=N2)N)C)c3cccc(c3)c4cncnc4	234
BX4	c1cc(cc(c1)N)c2ccc(cc2)S(=O)(=O)N	130
BX7	c1cc(cc(c1)NC(=O)N2CCCC2)Nc3ncc(c(n3)NCCCNC(=O)c4cccs4)I	781
BXA	C(C(=O)O)Br	12
BXD	CCOC[C@H](C(F)(F)F)Oc1cc(cc(c1N)F)C[C@@H]2CS(=O)(=O)C[C@@H]([C@H]2O)NCc3cccc(c3)C(C)(C)C	113
BXQ	CC(C)(C)c1cccc(c1)CN[C@H]2CS(=O)(=O)C[C@H]([C@@H]2O)Cc3cc(c(c(c3)F)N)C[C@@H](C(F)(F)F)O	113
BXV	c1cc(ccc1C(=O)O)OC2CCC(CC2)NC(=O)Nc3ccc(cc3)OC(F)(F)F	528
BXY	C([C@@H]1[C@H]([C@@H]([C@H](O1)O)O)O)O	33
BXZ	c1cc2c(cc1O)onc2c3cc(c(cc3O)O)Br	1570
BY1	Cc1ccc(cc1)S(=O)(=O)/C=C/C#N	4273
BY5	c1cc(c(c(c1F)/C=C(/C(=O)O)\S)F)F	4272
BY6	Cc1c(nc(nc1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](c2c[nH]cn2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCCNCCCCNCCCN)O	4271
BY7	Cc1cc(nc(c1)N)CCc2cc(cc(c2)C(F)(F)F)CCCN(C)C	4
BYA	c1ccc(cc1)C(=O)NCCC(=O)O	1001
BYH	CN1c2ccccc2N(C1=S)CCSc3[nH]c4ccccc4n3	4270
BYJ	Cc1cc(nc(c1)N)CCc2cccc(c2)CCCNC	4
BYM	c1cc2c(cc1\C=C/3\C(=O)NC(=O)S3)OC(O2)(F)F	4269
BYS	c1ccc(cc1)C[C@@H]([C@H](Cc2ccc3c(c2)OCO3)C(=O)O)C(=O)O	855
BYV	Cc1cc(nc(c1)N)CCc2cc(cc(c2)C#N)CCCNC	4
BZ1	CCN[C@H]1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCCOC	1569
BZ2	c1ccc2c(c1)cc(o2)C(=O)O	396
BZ3	COc1ccc2c(c1)cc[nH]2	64
BZ8	CCOc1ccc(cc1)c2c(nns2)c3cc(c(cc3O)O)Cl	413
BZ9	Cc1cc(c2ccccc2c1Oc3c(cccn3)c4ccnc(n4)NC)Nc5[nH]c6ccccc6n5	854
BZB	B(c1cc2ccccc2s1)(O)O	4268
BZC	COc1cccc(c1)c2[nH]c3cccc(c3n2)C(=O)N	4267
BZD	c1ccc(cc1)C(=O)NC(=O)N[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	13
BZF	c1ccc2c(c1)cco2	4266
BZI	c1ccc2c(c1)[nH]cn2	4265
BZJ	c1ccc2cc(c(cc2c1)C(=O)O)O	853
BZM	c1ccc(cc1)COC(=O)c2ccccc2	243
BZQ	c1ccc(cc1)C(=O)c2ccccc2	14
BZS	c1ccc(cc1)C[C@H](CC(=O)O)C(=O)O	7
BZT	c1cc(ccc1c2c(c3ccc(cc3s2)O)Cc4ccc(c(c4)Br)CN5CCCC5)OCCN6CCCC6	4264
BZW	CC(=O)N1CCN(C[C@@H]1Cc2ccccc2)C(=O)c3ccc(cc3)S(=O)(=O)N	471
BZX	c1cc2c(cc1O)OCO2	4263
C00	Cc1cccc2c1C(=O)N(C2=O)c3cc(ccc3O)c4ccccc4	4262
C02	Cn1c2ccc(cc2nc1Cc3ccc(cc3)C(=N)N)NS(=O)(=O)c4ccccc4	4261
C04	C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/c3csc(n3)N)SC1)C(=O)O	330
C07	Cc1ccc(cc1N2c3c(c(ncn3)N)C4=C(C2=O)CCCC4)O	4260
C0K	CN(C(=O)CC[C@@H](c1ccc(c(c1)F)F)P(=O)(O)O)O	478
C0M	c1ccc2c(c1)cccc2C(=O)Nc3c(c4c(s3)CN(CC4)C(=O)CCN5CCCCC5)C#N	4259
C0R	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O	1008
C0S	c1ccc(cc1)c2nc(on2)C3CN(C3)C(=O)OC(C(F)(F)F)C(F)(F)F	618
C0W	c1ccc2c(c1)c(cs2)/C=C(/C(=O)O)\S	4258
C0Z	CN(C)[C@H]1CCc2c1ccc(c2)N3CC[C@@H](C3=O)NS(=O)(=O)c4ccc5cc(ccc5c4)Cl	30
C13	c1ccc(cc1)NC(=O)NCCCNCc2cc(cc(c2)Cl)Cl	218
C16	Cc1cccc2c1C(=O)N(C2=O)c3ccc(cc3)C#N	331
C17	c1cc(cc(c1)Cl)COc2ccc3c(c2)OC(=O)C=C3C=O	1568
C18	CNCC1=CC(=O)Oc2c1ccc(c2)OCc3cccc(c3)Cl	1568
C19	CC1=C(C(=O)N(C=C1)c2ccc3c(c2)NCC3(C)C)c4ccc5c(c4)cnc(n5)N	1565
C1A	[H]/N=C(/N/C(=N\[H])/SCc1c(cc(c(c1)C)CS/C(=N/[H])/N/C(=N/[H])/N)C)\N	4257
C1B	[H]/N=C(/c1ccc2c(c1)[nH]c(n2)c3cc(cc(c3O)c4cc(ccc4O)CNC(=O)N)[C@@H](CC(=O)O)C(=O)O)\N	4256
C1C	c1ccc2c(c1)ccc(c2c3c4ccccc4ccc3C(=O)O)C(=O)O	2098
C1F	CCCc1c(c(c(o1)CCC(=O)O)C(=O)O)C	4255
C1H	c1cc(cc(c1)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N)C(=O)OCCCCO[N+](=O)[O-]	4254
C1I	C[C@]12CC=C3C=C4[C@H]([C@@H]([C@H](C[C@]45CC[C@@]3([C@@H]1CC[C@@H]2c6ccc7ccncc7c6)O5)N(C)C)O)O	4253
C1L	Cc1cc(cc2c1nc3c(c2CN4CCOCC4)c(n[nH]3)C)OC	4252
C1M	c1cc(ccc1n2cnnn2)Cl	4251
C1N	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)CF)NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2	44
C1V	c1ccc(c(c1)c2ccc(cc2)c3csc4c3C(=C(C(=O)N4)C#N)O)O	1567
C20	CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](C[N@](CC2CCCCC2)NC(=O)[C@H](C(C)C)NC(=O)C)O)NC(=O)C	4250
C21	c1cc(sc1)C(=O)O	4249
C23	Cc1c2c(cccc2OC3CCNCC3)oc1C(=O)CCc4ccccc4	527
C24	CCOC(=O)CCN(c1ccccn1)C(=O)c2ccc3c(c2)nc(n3C)CNc4ccc(cc4)C(=N)N	570
C27	C[C@]1(CC(=O)N(C(=N1)N)C)CCc2cccc(c2)c3cccc(c3)OC	526
C2A	c1cc(cc(c1)Cl)CN	56
C2B	c1cc(ccc1CN)Cl	621
C2E	c1nc2c(n1[C@H]3[C@@H]([C@H]4[C@H](O3)CO[P@@](=O)(O[C@@H]5[C@@H](CO[P@@](=O)(O4)O)O[C@H]([C@@H]5O)n6cnc7c6N=C(NC7=O)N)O)O)N=C(NC2=O)N	15
C2M	Cc1c(c(nc(n1)N)N)c2ccc(c(c2)Cl)Cl	4248
C2N	C([C@H](C(=O)O)N)Cl	1
C2P	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OP(=O)(O)O	21
C2U	c1c(cc(c(c1C(=O)O)O)Cl)Cl	440
C2V	CN(C)CCNC(=O)c1cccc(c1)c2cnc3n2nc(cc3)c4cccs4	4247
C2W	COc1ccc2c(c1)C(=O)N[C@@H](Cc3ccc(c(c3)Cl)OCCCCO2)C(=O)NC4(CC4)C#N	850
C2Y	COC(=O)c1c[nH]c2c1cccc2	617
C39	CCCCNC(=O)[C@H](C)C[C@@H]([C@H](C[C@H](CNC(=O)c1ccccc1OCCCOC)C(C)C)N)O	525
C3B	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	21
C3D	c1ccc(cc1)[C@H]2CCc3cc(ccc3[C@H]2c4ccc(cc4)OCCN5CCCC5)O	742
C3E	c1ccc2c(c1)C(=O)N[C@@H](Cc3ccc(c(c3)Cl)OC/C=C/CO2)C(=O)NC4(CC4)C#N	850
C3J	CNC(=O)c1c[nH]c2c1cc(cc2)N3CCCc4c3cc(c(c4)c5cnn(c5)C)C(F)F	1566
C3M	c1ccc(cc1)C[C@@H]([C@@H](CNS(=O)(=O)c2ccc3ccccc3c2)O)N	852
C3P	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)O	21
C3S	CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C	32
C3V	Cn1cc(cn1)c2cc3c(cc2C(F)F)N(CCC3)c4ccc5c(c4)N(C(=O)S5)C	1566
C40	CCCCNC(=O)[C@H](C)C[C@@H]([C@H](C[C@@H](C)CNC(=O)c1ccccc1OCCCOC)N)O	525
C41	CC(C)[C@@H](Cc1ccc(c(c1)OCCCOC)OC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N	525
C47	CCCCNC(=O)[C@H](C)C[C@@H]([C@H](CC(C)(C)CC(=O)N1C[C@@H](Cc2c1cccc2)C(=O)OC)N)O	4246
C4A	CCOC(=O)N[C@@H](CCCCN)C(=O)c1nc(on1)Cc2ccc(cc2)C(=O)NC3Cc4ccccc4C3	4245
C4E	c1ccc(cc1)Nc2c[nH]c3c2cccn3	4244
C4F	COc1cccc(c1)Cc2c[nH]c3c2cccn3	4243
C4K	Cc1cccc(c1)Cc2c3cc(c(cc3[nH]n2)O)C(=O)N(C)c4ccc5c(c4)OCO5	510
C4M	Cc1cc(c(c(c1S(=O)(=O)NC[C@H]([C@H](Cc2ccccc2)N)O)C)C)OC	852
C4T	CN(Cc1ccc(cc1)Cl)C(=O)c2cc3c(cc2O)[nH]nc3Cc4ccccc4	510
C4Y	c1ccc(cc1)[C@H]2CCCN2C(=O)CNC(=O)NCc3ccc(cc3)N	185
C52	CC1=C(C(=O)N(C=C1)c2cccc(c2)C(F)(F)F)c3ccc4c(c3)cnc(n4)N	1565
C5A	C1C[C@](C[C@H]1C(=O)O)(C(=O)O)N	240
C5B	C1C[C@](C[C@@H]1C(=O)O)(C(=O)O)N	240
C5E	C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2	4242
C5F	CC(C)(C(=O)O)Oc1ccc(cc1)[C@@H]2CC2(Cl)Cl	326
C5I	c1c[nH]c2c1c3c(cn2)nnn3[C@@H]4CCCN(C4)C(=O)CC#N	2097
C5M	Cc1cc(c(c(c1S(=O)(=O)NC[C@H]([C@H](Cc2ccccc2)NCc3cccc(c3)Cl)O)C)C)OC	852
C5P	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O	0
C5U	CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2N(=O)=O)C(=O)OC	4241
C5V	c1ccc2c(c1)C(=O)N(C2=O)Cc3ccc(cc3)NC(=O)[C@H]4C[C@@H]4c5cccnc5	851
C60	CCCCNC(=O)C(CC(C(CC1CCCCC1)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc3ccccc3)CS(=O)(=O)C(C)(C)C)O)C(C)C	1229
C61	CCCCNC(=O)[C@H](C)C[C@@H]([C@H](C[C@H](Cc1ccc(c(c1)OCCCOC)OC)C(C)C)N)O	525
C62	c1cc(ccc1c2ccc(o2)\C=C/3\C(=O)NC(=O)S3)S(=O)(=O)N	217
C64	c1ccc2c(c1)nc(n2CC(=O)Nc3ccc(cc3)Br)c4nccs4	4240
C6F	CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5	4239
C6U	C[C@]1(CCSC(=N1)N)c2cc(ccc2F)NC(=O)c3ccc(cn3)Cl	24
C6V	CC(c1cc(ccc1c2c(c3ccc(cc3s2)O)Oc4ccc(cc4)/C=C/C(=O)O)F)(F)F	4238
C70	c1cc(ccc1c2cc3c(s2)c(nnc3N[C@H]4CCCNC4)C(=O)N)Cl	395
C72	c1cc(ccc1c2cc3c(s2)c(cnc3N[C@H]4CCCNC4)C(=O)N)Cl	395
C73	c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)N[C@H]3CCCNC3)Cl	395
C75	[H]/N=C/1\NC(=O)/C(=C/c2ccc(o2)c3ccc(cc3)S(=O)(=O)NC)/S1	217
C7H	CN1CCC(=C2c3ccccc3C=Cc4c2cccc4)CC1	4237
C7T	c1cc2c(cc1C[C@H](NC(=O)c3cc(ccc3OC/C=C/CO2)C4CNC4)C(=O)NC5(CC5)C#N)Cl	850
C7Y	C[C@@H](c1ccc2c(n1)cc[nH]2)Nc3nccc(n3)Nc4cc([nH]n4)C5CC5	4236
C80	CCCCNC(=O)[C@H](C)CC([C@H](C[C@H](C)COC(=O)c1cn(c2c1cccc2)Cc3ccccc3)N)O	4235
C81	Cc1cc(ncc1c2ccnc(c2)C(F)(F)F)[C@H](C)Nc3nccc(n3)N4[C@H](COC4=O)[C@H](C)F	4234
C85	[H]/N=C/1\NC(=O)C(=Cc2ccc(o2)c3ccc(cc3)S(=O)(=O)N)S1	217
C87	c1cc(ccc1c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4)C(=O)NCC#N	400
C88	Cc1cc(ccc1OC)c2c3c(ncnc3n(n2)CC4CCNCC4)N	374
C8A	c1ccc(cc1)Cc2ccc(cc2)NC(P(=O)(O)O)P(=O)(O)O	4233
C8C	c1cc(cc2c1cc[nH]2)CCC3=CC(=O)NC(=N3)N	524
C8M	Cc1nc2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)C[N@@](C)CCC(=O)N)O)O)N	245
C8Q	COC1=C2N([C@@H](CS2)C(=O)O)C(=O)C=C1Cc3cccc4c3cccc4	1564
C8Z	c1ccc(cc1)[C@H]2CCCN2c3ccnc4c3cc[nH]4	4232
C90	C[C@H]([C@@H](C(=O)NO)NC(=O)c1ccc(cc1)C#Cc2ccc(cc2)CN3CCOCC3)O	202
C91	c1ccc2cc(ccc2c1)NC(=O)Cn3c4ccccc4nc3c5ccccn5	4231
C92	Cc1ccc(cc1C(=O)Nc2ccc(nc2)N)C(=O)NCCC3CCCC3	4230
C94	[H]/N=C/1\NC(=O)/C(=C/c2ccc(o2)c3ccc(c(c3)C(F)(F)F)S(=O)(=O)N)/S1	217
C95	[H]/N=C/1\NC(=O)/C(=C/c2ccc(o2)c3ccc(cc3)C(=O)O)/S1	217
C96	[H]/N=C/1\NC(=O)/C(=C(\C)/c2ccc(o2)c3ccc(cc3)S(=O)(=O)N)/S1	217
C9E	CCOC(=O)c1ccnc2c1cc[nH]2	4229
C9F	CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC	4228
C9G	CN1C=Cc2ccc(nc2C1=O)c3cn(nn3)c4ccc(cc4)O	523
C9J	CN1C=Cc2ccc(nc2C1=O)c3cn(nn3)c4ccc(c(c4)F)O	523
C9P	B(c1ccc(c(c1)NS(=O)(=O)c2cc(cs2)S(=O)(=O)c3ccccc3)C(=O)O)(O)O	1506
C9Q	CCNC(=O)c1cc2c(ccnc2[nH]1)c3cccc(c3)Cl	4227
C9Y	c1cc(c(cc1n2cc(nn2)c3ccc4c(n3)C(=O)N(C=C4)CC(=O)O)F)O	523
CA4	CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C	4226
CAC	C[As](=O)(C)[O-]	1563
CAD	C[As](=O)(C)O	1563
CAI	C[C@@H]1C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O[C@@H](C[C@H]2[C@@H](O2)\C=C\C1=O)C)OC(=O)C)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O	4225
CAM	CC1([C@@H]2CC[C@]1(C(=O)C2)C)C	4224
CAN	C(CON)[C@@H](C(=O)O)N	1
CAQ	c1ccc(c(c1)O)O	135
CAR	C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O	0
CAT	CCCCCCCCCCCC[N+](C)(C)C	179
CAU	CC(C)NC[C@@H](COc1cccc2c1c3ccccc3[nH]2)O	444
CAW	c1ccc2c(c1)cccc2C(=O)NC(=O)N[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	13
CB1	c1c(c(cc(c1N2CC2)[N+](=O)[O-])[N+](=O)[O-])C(=O)N	4223
CB3	C#CCN(Cc1ccc2c(c1)C(=O)N=C(N2)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	4222
CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O	1549
CBC	c1ccc(c(c1)C(F)(F)F)S(=O)(=O)NNC(=O)c2cc3cc(ccc3o2)Cl	4221
CBD	c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)N)S(=O)(=O)O)Nc4ccc(c(c4)S(=O)(=O)O)Nc5nc(nc(n5)Cl)Nc6ccccc6S(=O)(=O)O	4220
CBE	CC1=C(SCCO1)C(=O)Nc2ccccc2	706
CBH	C(CCSCC[C@@H](C(=O)O)N)CC(=O)O	47
CBL	c1cc(ccc1CCCC(=O)O)N(CCCl)CCCl	247
CBN	Cc1ccc([nH]1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)Oc3ccc4c(c3Cl)OC(=O)C(=C4O)NC(=O)c5ccc(c(c5)CC=C(C)C)O)O	1307
CBO	CC1([C@@H]2CC[C@@]3([C@@H]([C@]2(CC[C@@H]1OC(=O)CCC(=O)O)C)C(=O)C=C4[C@]3(CC[C@@]5([C@H]4C[C@@](CC5)(C)C(=O)O)C)C)C)C	1562
CBP	c1cc(ccc1Oc2ccc(cc2)Cl)S(=O)(=O)C3(CCOCC3)CC(=O)NO	849
CBQ	c1cc(ncc1Cl)NC(P(=O)(O)O)P(=O)(O)O	4219
CBT	c1cc(ccc1CN(Cc2ccc(cc2)Cl)c3n[nH]nn3)Cl	4218
CBW	CC1([C@@H]2CC[C@@]3([C@@H]([C@]2(CC[C@@H]1O)C)C(=O)C=C4[C@]3(CC[C@@]5([C@H]4C[C@@](CC5)(C)C(=O)O)C)C)C)C	1562
CC2	Cc1cc2c(cc1C)OC(=O)C(=C2O)Cc3cccc4c3cccc4	4217
CC3	c1cc(cc(c1)Nc2ccnc(n2)Nc3cccc(c3)NC(=O)C4CC4)C(F)(F)F	2096
CC6	c1ccc(c(c1)C2=C(C(=O)c3c(cc(cc3O2)O)O)O)O	57
CC9	COc1c(ccc(c1)/C=C/C(=O)CC(=O)/C=C/c2cc(c(cc2)O)OC)O	46
CCB	C1CCC(C1)N(C=O)C2CCC2	4216
CCE	C[N+](C)(C)CCOC(=O)N	522
CCK	CC(C)Nc1ccc2cnn(c2c1)c3cncc(n3)n4ccc(c4)CC(=O)O	1561
CCR	Cc1cc(c(c(c1S(=O)(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(cc2)C(=N)N)C(=O)N3CCCCC3)C)C)OC	4215
CCS	C([C@@H](C(=O)O)N)SCC(=O)O	372
CD2	c1ccc2c(c1)cc(cn2)c3cc(ccn3)c4cc(n(n4)CCN)C(=O)O	291
CDA	CC1=CN=C(C(=O)N1CC(=O)NCc2c(cccn2)F)NCC(c3ccccn3)(F)F	4214
CDC	C[N+](C)(C)CCO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O	21
CDD	c1ccc(c(c1)CNC(=O)CN2C(=CN=C(C2=O)NCC(c3cccc[n+]3[O-])(F)F)Cl)F	1560
CDJ	c1cc2c(c(c1)N)C=C(NC2=O)c3ccc(cc3)Cl	562
CDK	CC1=C(SC(=O)N1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCOC	319
CDM	C[C@](CO)([C@@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)O	21
CDO	[H]/N=C(/c1ccc(cn1)CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC3CCCCC3)NCC(=O)O)\N	521
CDP	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)(O)OP(=O)(O)O)O)O	21
CDU	CCCCCCCCCCNC(=O)NC1CCCCC1	297
CDV	CC(C)[C@H](C(=O)O)NC(=O)N	2095
CE3	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)O	330
CE9	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	4213
CEJ	C1CC(=O)CC1=O	4212
CEL	Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	1208
CER	C\C=C\C\C=C\CCC(=O)[C@H](CC(=O)N)O	1559
CF3	c1ccc(cc1)NC(=O)CCCCCCC(=O)C(F)(F)F	724
CF8	c1ccc2cc(ccc2c1)Cc3ccccc3/C=C(/C(=O)O)\S	4211
CF9	c1cc2c(ccc3c2c(c1)C(=O)O3)OC(=O)c4ccc(cc4)[N+](=O)[O-]	4210
CFB	c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N	367
CFE	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC[C@H]2O	1536
CFF	Cn1cnc2c1C(=O)N(C(=O)N2C)C	642
CFI	c1ccc(cc1)N(N=O)O	4209
CFJ	CCN1c2ccc(cc2C(=O)N(C1=O)CC)NC(=O)C[C@H](C)CC(=O)Nc3ccc(c(c3)Cl)C#N	4208
CFK	c1ccc(cc1)c2cc(c(s2)C(=O)N)NC(=O)N	314
CFV	C1=CN(C(=O)N=C1N)C[C@H](CO)OCP(=O)(O)O	1365
CFX	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc3cccs3	4207
CG	c1cc2c(c(c1)C(=N)N)CCC2=NNC(=N)N	4206
CG4	COc1ccc(cc1OC)Nc2c3nccn3cc(n2)c4cccc(c4)C(=O)Nc5ccc(cc5)C(=O)O	1558
CG8	CN1CC2=C(C1)N(C(=O)NC2=O)C[C@@H](C(=O)O)N	286
CG9	c1cc(ccc1Nc2c3nccn3cc(n2)c4ccc5cn[nH]c5c4)N6CCOCC6	1239
CGB	C1C[C@]2([C@H]([C@@H]([C@H]([C@@H]1N2)O)O)O)O	4205
CGE	COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2	4204
CGJ	Cc1nnc2n1-c3ccccc3COC2	4203
CGS	CC(C)[C@H](C(=O)NO)[N@@](Cc1cccnc1)S(=O)(=O)c2ccc(cc2)OC	1128
CGU	C(C(C(=O)O)C(=O)O)[C@@H](C(=O)O)N	1
CGW	C1C2=C(CS1)N(C(=O)NC2=O)C[C@@H](C(=O)O)N	286
CH1	C1[C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O	21
CH8	c1ccc(cc1)Oc2ccc(cc2O)Cl	20
CH9	c1ccc(cc1)c2ccccc2O	4202
CHC	CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O	34
CHD	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	1839
CHG	C1CCC(CC1)[C@@H](C(=O)O)N	407
CHH	CC(=O)CCC[N+](C)(C)C	2094
CHI	c1cc(ccc1C[C@@H](C(=O)N2CCC(CC2)O)NC(=O)c3cc4cc(ccc4[nH]3)Cl)F	1557
CHJ	CC1=CC(=O)Oc2c1ccc(c2)Oc3ccc(cc3O)Cl	4201
CHO	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	180
CHQ	c1c([nH]cn1)C[C@H]2C(=O)N3CCC[C@H]3C(=O)N2	710
CHT	C[N+](C)(C)CCO	1507
CHU	CC1=C(C(=O)Oc2c1ccc(c2)Oc3ncccn3)Cc4ccnc(c4F)NS(=O)(=O)NC	4200
CHV	c1cc2c(cc1O)OC(=O)C(=C2)Oc3ccc(cc3O)Cl	4199
CHX	C1CCCCC1	4198
CHZ	c1cc2c(c(c1)O)C(=O)c3c(cccc3O)C2=O	1228
CI2	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C	176
CIA	CN1CC(=O)N2[C@@H](C1=O)Cc3c4ccccc4[nH]c3[C@H]2c5ccc6c(c5)OCO6	4197
CIB	CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C	1036
CID	c1cc(ccc1c2c(n3ccsc3n2)\C=N\OCc4ccc(c(c4)Cl)Cl)Cl	4196
CIE	CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(cc(n2)Cl)OC	1556
CIG	c1c(nc(cn1)Cl)N	4195
CIH	C/C(=C(\C#N)/C(=O)Nc1ccc(c(c1)Cl)c2ccccc2Cl)/O	4194
CII	CC(C)[C@@H](C(=O)Nc1ccncc1)NC(=O)C2CCCCC2	4193
CIO	COc1ccc(cc1OC2CCCC2)C3(CCC(CC3)C(=O)O)C#N	4192
CIQ	CC(C)N1CCC(CC1)Nc2c3cc(c(cc3nc(n2)C4CCCCC4)OCCCN5CCCC5)OC	4191
CIR	C(C[C@@H](C(=O)O)N)CNC(=O)N	47
CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	1337
CIU	c1cc(ccc1NC(=O)NC2CCCCC2)I	2093
CIX	B([C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)(O)O	44
CIY	COc1cc(ccc1O)/C=C/C=O	46
CJ2	COc1ccc(cc1)Cn2c(c(nn2)O)C(=O)Nc3cccc(c3)C(F)(F)F	4190
CJB	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	5
